period,appreciation_return,avg_sale_price,cap_rate,market_cap_rate,starts_sf,starts_sf_12_mo,demand_sf,demolished_sf,gross_delivered_sf,inventory_sf,leasing_sf_total,asking_rent_growth,asking_rent_growth_12_mo,net_absorp_sf,net_absorp_sf_12_mo,net_delivered_sf,net_delivered_sf_12_mo,occupancy_rate,sales_volume,sold_building_sf,vacancy_rate,under_construction_sf,total_sales_transactions,bond_yield_10yr_x,one_yr_inf_exp,two_yr_inf_exp,three_yr_inf_exp,four_yr_inf_exp,five_yr_inf_exp,six_yr_inf_exp,seven_yr_inf_exp,eight_yr_inf_exp,nine_yr_inf_exp,ten_yr_inf_exp,ten_yr_risk_premium,fed_funds_rate,cmbs_to_gdp,bond_yield_10yr_y
2005-07-01,1.0216583590721233,0.6869403103906994,-0.9939049689508058,-0.6436904521321976,1.1673016077095488,1.1497503008778522,-0.7169408221823526,0.2979297680316109,0.4733029638120157,-0.803498696371821,-0.5547116883499432,-0.20956205046786291,-0.13001099008229824,0.9042427913687885,1.6282036785711818,0.3553940613198844,0.4072339521948631,0.4626016632562558,-0.25589898874355815,0.6845192145708564,-0.46260188992770324,0.8425254880113557,-0.6498161996450231,0.7210455930835887,0.5169035677925754,0.6974541979256014,0.7411636001842538,0.7536714334033817,0.7576287389343296,0.7591041358135161,0.7599875866443805,0.760903032896032,0.7620495370030336,0.7634762172267113,-0.6646388422211861,0.7648191923904678,-0.01287508019329489,0.7210455930835887
2005-10-01,0.8882274013800531,0.9934228365698585,-0.022877327832761966,-0.7618823041009566,0.9484925909952486,1.235193642433255,-0.6547431906063604,-0.6499438854409797,0.409612917489391,-0.7356673188252258,-0.397214229177995,0.2329832859152975,-0.002553284862895996,0.38341813030468364,1.486098817666767,0.559274433445687,0.5602194728892104,0.4231267465260423,-0.20749438809849674,0.5296434101174781,-0.423125491851526,0.952940128186735,-0.562519313042837,0.9356194134053378,1.5333249430099356,1.474294596644335,1.384820912815257,1.318040642946629,1.270119904594156,1.2352925208838939,1.2094800252788902,1.1899883665668731,1.1750363657655625,1.163425147371446,0.2914448383596566,1.0230027681130358,0.2304950447334951,0.9356194134053378
2006-01-01,0.6646167750239715,0.5469434241722101,-0.6960087408597232,-0.8108793533508664,0.4160283694416879,1.4486912546153867,-0.5671411690079036,-0.3060446342687433,1.200551140903095,-0.6345614300729384,-0.7259671215948827,0.10784600873820928,0.08772496994164894,0.64615724263365,1.2569187351897588,1.1958670811721557,0.7647863208329162,0.35105742745185214,-0.3365733231519938,0.21867194212979874,-0.3510583892577684,0.6744374703266373,-0.6279919779944766,0.9976648554260836,0.27529002816352277,0.7001150454356176,0.8344828515367468,0.8888472719614712,0.9157607071649704,0.9314070984527973,0.9417925175397798,0.9494604014643222,0.9556039078400972,0.9608328128396292,0.5656456415027866,1.259671045858723,0.3593261172206137,0.9976648554260836
2006-04-01,0.5483807417977019,0.41944378107468533,-1.8131201297352757,-0.8609362014216313,1.5485443889207329,1.0862267806467343,-0.4811885537524911,-0.591543979732562,-0.35433231470839205,-0.5997162756949861,-0.2280497839364393,0.445334634940668,0.15455979799718567,0.7163991684890427,0.8863388106596468,-0.16388532733566785,0.5073962011248425,0.47812647120034396,0.3088213521154915,0.7399835636787669,-0.4781259586864724,1.1849364099097743,-0.2024196558088192,1.3854488680557446,1.1142304142979713,1.34674102491296,1.3888245373898889,1.3928046585394767,1.3882670940428758,1.3823957380377736,1.37708121067964,1.3727352510171207,1.369338526808168,1.3667604574424748,0.846607574259797,1.4830991402340221,0.544778007311694,1.3854488680557446
2006-07-01,0.4505097560923774,3.8114020691050445,-1.2080178606606795,-0.9450314980367303,0.16965186152105852,0.8048409841873487,-0.394856211992166,-0.6604949072491852,0.6504904768809872,-0.5215835454236172,-0.5691775831262744,0.03651111177139521,0.2260819211471954,0.6982969981405622,0.8151482252775729,0.7851118606068949,0.6289256282191897,0.4729831017366119,-0.5463265926139265,1.0141934372102699,-0.4729825890057059,1.0011646868354453,-0.7371130862472093,1.251017077010798,1.1183843239349083,1.3348338017029597,1.3589424897058373,1.3493074116690968,1.3349165721417895,1.3218709229622834,1.3112358673412357,1.302862298125802,1.2963573864616889,1.291340143182213,0.150187667696681,1.65191147820647,0.7979167983347972,1.251017077010798
2006-10-01,0.5153304329407864,4.199516558832188,-0.9742638033696577,-0.9962574204205303,1.7966791337293333,1.0440708810376111,-0.29923283592946864,-0.11317949205889478,-0.165811538889487,-0.4848307048914222,-0.098906098254662,0.49876408702743275,0.30318580996437583,0.8195280907050809,0.9659011145946738,-0.1220629624078923,0.43623511478589405,0.6190127715808026,0.7283278910393569,4.233643881779064,-0.6190133747710611,1.525846842174372,0.1795042230757451,1.0441989369416427,0.06934289768967405,0.5604224325982738,0.6982735679096013,0.744639378864797,0.7629122448946531,0.7713418646890521,0.7760609807980102,0.7793451896160908,0.7820966819401556,0.7846895308366055,-0.5307959120666085,1.65191147820647,1.0551601381009836,1.0441989369416427
2007-01-01,0.4567571872701932,1.8203285793304593,0.3365353723202286,-1.0230585357733053,0.22341470636236122,0.9897444511441523,-0.14922712961281892,-0.2965675557517301,2.5824267744896687,-0.3297499942764429,-0.9063707018412326,1.170076844320879,0.6125055785399798,1.529062916838085,1.271100705217599,2.472048942594236,0.7971548875859852,0.5504443766007882,0.13133781641693304,1.911155655232468,-0.5504434972176926,0.7780768851969568,-0.08238643673081328,1.0829773382046086,1.0166628103453357,1.1793694910071886,1.1759511172847763,1.1499327743206142,1.1249801903882966,1.10477154556012,1.089097427453621,1.0770818195758138,1.0678953484112885,1.0608835646183417,-0.20112502422275333,1.6568765469703657,1.1275681242619406,1.0829773382046086
2007-04-01,0.32805311268025217,1.3711739122642437,-0.6240805303173496,-0.9723755217871028,1.3179884489981508,0.9247164520578869,-0.05375878400949165,-0.23555250392370722,1.4374036871741975,-0.22377461603870547,-0.7960929837248962,0.968900285796641,0.7660304890304839,0.8204426407717497,1.307066070573624,1.395508587141468,1.2381704781788283,0.4857764194534334,-0.14295492057174822,0.8443141869626741,-0.48577664710257745,0.6855929607224853,-0.3551892073626449,1.212238675747832,1.39533926956187,1.403498348850202,1.3392211836650223,1.2840698398955728,1.242563943268827,1.211751563479512,1.1886881054135252,1.1712037478094224,1.1577869097808262,1.1473911372228234,0.051321735843828334,1.6535665011277685,1.334875980686477,1.212238675747832
2007-07-01,-0.004958857301391806,1.4993361831053547,-0.7567683059974004,-0.8929305044497803,1.9970183471346568,1.4401227616791212,0.0509368175426695,-0.15604301815472976,0.2251036063597183,-0.16997837167226493,-1.0235631605649402,0.6642044277977682,0.9517469258106175,0.9378811110125503,1.389884626739519,0.25158102152626866,1.0872814591104605,0.6017567374362905,-0.48178712508717797,0.4617670359062362,-0.601757339898556,1.150146514990595,-0.40974976148901127,1.1217557394675752,0.8730524066733457,1.0584025578229188,1.0835090983957942,1.0792674206423531,1.070191415181159,1.061658330665499,1.0547493670476114,1.0494666473744982,1.045567026250079,1.0427903255942783,0.18540115311155259,1.5658502862989474,1.5959288653275536,1.1217557394675752
2007-10-01,-0.46518519119909885,0.3621122221764562,-0.5647238039527961,-0.6973837457478651,-0.02556232895540907,0.9261619580224986,0.10005399941067526,-0.4980280125131918,1.6648457188985084,-0.05108255175686063,-0.41933377169312985,0.6388385008586736,0.9932568847315173,0.19148823691708383,1.172786116818066,1.6787645229617623,1.5965774039278515,0.3777863762416442,-0.3043035893886195,-0.07138559191921968,-0.37778696925503125,0.606572815976757,-0.2788044315857321,0.7572387675956933,0.6806616984478415,0.7498012449942096,0.7234514352414305,0.6910872918487316,0.6647726935527136,0.6449264951505578,0.630247901257907,0.619462845181351,0.6115931680438014,0.6059312755071857,-1.1097828770611518,1.279531320914305,1.7440357965014444,0.7572387675956933
2008-01-01,-1.025306700499651,-0.6277965904291565,-0.3448558586554013,-0.45885095713106044,0.4206865091969138,0.9818022100965885,0.12830879123358258,0.2213105085936669,0.32685119609485175,0.003103446216290111,-0.5758825694511747,0.38261917180008725,0.7610847925424402,-0.06191574362900942,0.6228224569946095,0.24110975787816818,0.965640632282076,0.29221941152633785,-0.3365733231519938,-0.8062067021167083,-0.2922211106903333,0.5913894995038405,-0.25698020993518556,0.294483179190962,0.2847612034137955,0.17254291547897432,0.1026829144507925,0.05946732052852936,0.03164204376771601,0.013213897020352883,0.0008430585303864469,-0.00742932430885347,-0.012803617765467207,-0.01604476398847667,-1.5056696946984331,0.6241422440800943,1.9397240073358288,0.294483179190962
2008-04-01,-1.6468426206700604,-0.11263413487021154,-0.21681978821747752,-0.11424635625215511,-0.1170547990163545,0.5770501527348324,0.15315291295034925,-0.4683909458983573,0.814852141689424,0.08574455530081217,-0.7082261997263323,-0.04152624561312293,0.46484590349366234,-0.10394343986859066,0.30328407182885997,0.8839494306846599,0.8209654726489045,0.1155810705868233,-0.25589898874355815,-0.5313023462282332,-0.1155805427779422,0.2766252345318243,-0.4424860939648311,0.46769337149888235,0.45694452273760877,0.32827685789994215,0.28082143636021806,0.26085284461440494,0.25150666246946213,0.24703948869375186,0.2451667922380225,0.24485852384049875,0.24559934010709442,0.2471068868158187,-0.41550290173871907,0.08294974881548128,1.993229378094915,0.46769337149888235
2008-07-01,-2.291954381461148,1.429541770627284,-0.2939332380181292,0.2522003340730625,-0.7490566123912253,-0.1974766715093295,0.049633776719610015,1.534415318401441,0.07645925085012843,0.11188607032050492,-0.12897246778978175,0.06349362045912003,0.28992195313217495,-1.778761457366028,-0.6357949532154104,-0.3546959492146046,0.6495029615849327,-0.2283588272542145,-0.32043845627030665,0.7859379373622678,0.22835788989261846,0.0031698012793533155,-0.24606809910991229,0.44959678424282656,1.3311101798598115,0.9496605333633501,0.7782982258254417,0.6892366853303329,0.6363414280876497,0.6020558277794668,0.5785352569112973,0.5618071394470608,0.5496592867680036,0.5407648377363159,-0.5623359951164616,0.010128740278346985,2.0207203044805557,0.44959678424282656
2008-10-01,-2.887066206443893,-1.1120701085207905,-0.23770657788165,0.7562673650617547,-0.43153209840053125,-0.3119799100959969,0.06593552388400027,7.417254342450744,0.0812441051571835,0.06382603824357791,-0.2752534358851572,-1.1197367705483343,-0.21933585266615674,-0.2154049293587217,-0.7764482884502765,-1.9814227428114957,-0.38564257393977003,-0.04726368860902686,-0.7722147289575464,-1.145340989391756,0.04726348344770038,-0.18123163991747276,-0.6389040888197499,-0.023499711165360215,-1.784518865311081,-1.1668854781424989,-0.8774770020808513,-0.718911478768529,-0.6192566325056905,-0.5505344295622143,-0.49989927197174694,-0.460669078491217,-0.4290361514319962,-0.402676726432678,-0.24814716107282647,-0.7015311158800128,2.3343253572740967,-0.023499711165360215
2009-01-01,-3.2599512065209186,-1.3969291622573532,-0.7660268996242896,1.1557100504266618,-0.8011229962352154,-0.6565896713084376,0.06604345648229587,0.056556303058537455,-0.45629329223588827,0.08617033895480447,0.024943079473263654,-1.6690799081924954,-0.8048818122320919,-0.4266827975163271,-0.9025396238802518,-0.4379425996997779,-0.5776868507196454,-0.11165642518089065,-1.466014004870093,-1.4062936380152724,0.1116577024167606,-0.3097713281605948,-1.1735975192581398,-0.42420985754933815,-2.967606082213219,-2.123732627297727,-1.7090059879666792,-1.4764487011190888,-1.3284798364495025,-1.2258626828513506,-1.1501661308570597,-1.0916363068470722,-1.0446418295634154,-1.0057122123012403,-0.9191012854162673,-0.8620683392459685,2.4522850552202904,-0.42420985754933815
2009-04-01,-3.3443771119937526,-1.2232682703568,-0.7660268996242896,1.4139930833540084,-0.7142696579631395,-0.8250333354141475,-0.0734142913645576,-0.6522048186855952,-0.6419316393039883,0.10964258031288976,-0.2904272513648284,-1.676846468693412,-1.2642498403942872,-2.269513183823183,-1.6511258190203886,-0.41321466148788466,-0.9445406539147918,-0.5406394808355321,-1.353069936698283,-1.2625019689954404,0.5406400363289907,-0.3578929651376712,-1.2827186275108726,0.02303437035019916,-1.2054450838475934,-0.9734065979878933,-0.8250876533264093,-0.7302841935466515,-0.6650715732658355,-0.6174729063892385,-0.58102187931039,-0.5519517435904393,-0.5279394610650535,-0.5074877033923225,-0.36981608567794283,-0.8637233621672671,2.428168890679108,0.02303437035019916
